Serial,Comph_we,Comph_wk,Comp_we,Comp_wk,Smart_we,Smart_wk,Watch_we,Watch_wk
1033926,7,7,0,0,7,7,5,6
1033927,0,0,0,0,7,7,4,3
1033928,0.5,1,0,0,4,4,2,3
1033929,2,1,6,3,4,2,6,3
1033930,1,2,0,0,1,0.5,1,3
1033931,1,1,0,0,2,1,1,0.5
1033932,7,6,3,2,6,5,7,6
1033933,1,0.5,1,0,7,5,6,3
1033934,4,2,0.5,0.5,7,7,5,3
1033935,2,1,0,0,7,7,2,1
1033936,5,5,0,0,7,7,3,2
1033937,2,2,0,0,7,6,5,4
1033938,7,5,1,0,1,1,2,0.5
1033939,0.5,1,0,0,6,4,6,2
1033941,5,4,0,0,6,5,4,3
1033942,2,1,0,0,7,7,4,4
1033943,0,0.5,0,0,0.5,0.5,2,1
1033944,1,3,0.5,0,4,4,0,0
1033945,1,1,0,0,3,2,4,3
1033948,0,0,0,0,1,1,3,0.5
1033949,7,7,0.5,0,7,7,7,7
1033950,0,0,0,0,3,2,2,1
1033951,6,4,0,0.5,1,3,5,4
1033952,4,3,1,0,6,6,6,4
1033953,7,7,0.5,0.5,7,5,6,0
1033954,3,5,0,0,7,7,7,7
1033956,7,2,6,4,4,2,0.5,1
1033957,1,1,0,0,2,2,1,0.5
1033958,7,4,0,0,7,4,5,2
1033959,0.5,3,1,0,7,7,4,2
1033961,4,5,2,2,4,3,4,3
1033962,0.5,0,2,0,2,2,1,0
1033963,0.5,0.5,4,3,0,0,5,2
1033964,1,2,3,0,2,2,4,3
1033965,4,3,3,1,4,2,5,3
1033966,0.5,0,0,0,4,1,3,1
1033967,7,7,0,0,6,4,3,1
1033968,6,4,1,0.5,6,4,4,2
1033969,0,0,3,2,7,7,4,2
1033970,7,7,0,0,7,7,1,3
1033971,2,1,0,0,7,5,5,2
1033972,2,1,0,0,1,1,1,2
1033973,2,2,0,0,7,7,5,3
1033974,5,3,0.5,0.5,7,5,5,3
1033975,3,2,0,0,5,3,4,3
1033976,4,4,0,0,1,0.5,0,2
1033977,0,0.5,0.5,0,0.5,0.5,3,2
1033978,0,0,0,0,2,1,2,1
1033979,1,0.5,0,0,7,7,5,4
1033980,1,2,0,0.5,0.5,1,1,2
1033981,2,1,1,1,0.5,0.5,4,3
1033982,1,1,0.5,0,4,3,5,3
1033983,3,3,4,1,5,5,5,3
1033984,3,2,0.5,0,0.5,0.5,2,0
1033985,1,0.5,0,0.5,2,2,1,1
1033986,0,0,0.5,0,3,2,0.5,0.5
1033987,1,0.5,0,0,2,3,4,3
1033988,1,1,0,0,6,5,6,4
1033989,4,4,0,0,4,3,7,5
1033990,7,7,5,0.5,7,7,2,4
1033991,5,4,1,1,6,6,5,3
1033992,3,3,0,0,7,6,7,6
1033993,0,0,0,0,1,2,2,4
1033994,1,2,0,0,3,2,4,3
1033995,1,0.5,0,0,4,4,4,3
1033996,0,0,0,0,7,4,7,1
1033997,2,1,0,0,7,5,2,1
1033998,3,2,0.5,0,4,4,4,3
1033999,0,0,0,0,2,0.5,3,3
1034000,1,1,0.5,0,3,2,4,3
1034001,7,7,0,0,2,2,7,7
1034002,0,0,0,0,3,2,2,1
1034003,4,3,3,2,6,4,1,2
1034004,0.5,3,0,0,7,7,7,7
1034005,2,1,0,0,1,3,2,1
1034007,1,0,2,1,7,6,2,1
1034008,1,0.5,0,0,6,4,3,4
1034009,1,0.5,0,0.5,4,5,1,0
1034010,2,0.5,0,0,2,2,0.5,0.5
1034011,0,0,0,0,7,7,7,7
1034012,2,2,2,1,7,7,5,4
1034013,1,0.5,0,0,4,2,5,4
1034014,3,2,0,0,1,1,3,2
1034015,0,0,0,0,7,7,0,0
1034016,2,1,0,0,7,7,1,0
1034017,0,0,0,0,5,4,2,2
1034018,1,1,0,0,7,5,4,4
1034019,4,3,0,0,6,6,3,2
1034020,0,0.5,0,0,7,7,7,5
1034022,0,0.5,0,0,2,2,4,2
1034023,7,7,3,3,7,7,7,7
1034024,3,7,0,0,1,5,0.5,3
1034025,2,1,6,4,7,7,3,0
1034026,0,0,0,0,4,3,4,3
1034027,1,1,0,0,1,1,4,4
1034028,0.5,0.5,4,2,2,1,3,1
1034029,0,0,0,0,7,7,6,4
1034031,6,5,0.5,0.5,1,0.5,7,5
1034032,7,6,0,0,7,7,4,2
1034033,0,0,0,0,7,5,7,6
1034034,0.5,1,0.5,2,7,7,6,4
1034035,4,2,4,1,5,3,4,2
1034036,0,0,7,3,2,1,7,2
1034037,5,3,0,0,7,6,4,3
1034038,2,3,0,0,1,1,1,1
1034039,0.5,0.5,0,0,5,5,7,3
1034040,3,1,2,0.5,7,4,7,3
1034041,0,0,0,0,7,7,6,5
1034042,7,7,1,0.5,7,7,6,4
1034043,7,6,0,0.5,7,7,7,7
1034044,2,4,0,1,5,5,5,0.5
1034045,1,2,6,3,5,5,3,2
1034046,0,0,0,0,7,7,7,5
1034047,0,0,0,0,7,7,0.5,2
1034048,5,3,0.5,0,7,7,0.5,2
1034049,0,0,0,0,6,4,6,4
1034050,4,3,0,0,4,4,2,1
1034051,1,4,0,0,7,5,6,2
1034052,7,4,5,1,0.5,0.5,3,0
1034055,5,5,2,1,7,5,7,4
1034056,0.5,0.5,2,2,4,5,4,3
1034057,7,7,3,2,5,5,7,5
1034058,2,1,3,1,5,4,5,2
1034059,3,3,0,0,4,3,7,5
1034060,0.5,1,4,2,6,4,4,2
1034061,0,0,0,0,7,5,5,3
1034062,1,2,0,0,5,4,2,3
1034063,6,6,2,0.5,1,1,5,4
1034064,0.5,1,5,3,7,7,7,7
1034065,4,2,0,0,6,6,3,2
1034066,1,1,0.5,0,7,7,7,3
1034067,0,0,0,0,5,3,5,3
1034068,0.5,1,0.5,0.5,3,1,4,0.5
1034069,0,0.5,0.5,0.5,3,1,4,1
1034070,4,2,3,1,6,5,6,4
1034071,2,1,0,0,3,1,3,1
1034072,0.5,0.5,0,0,7,4,2,1
1034073,0,0,0,0,7,7,3,2
1034074,0,0,0,0,1,1,2,1
1034075,0,0,1,0.5,7,7,3,1
1034076,7,7,0,0,7,7,5,2
1034077,0.5,0.5,1,0.5,7,7,2,1
1034078,1,0.5,0,0.5,7,7,7,5
1034079,1,1,0,0.5,5,4,5,4
1034080,7,7,0,0,7,7,2,2
1034081,3,2,0,0,1,1,1,0.5
1034082,1,0.5,0,0,3,1,2,1
1034083,5,3,0,0.5,6,4,7,5
1034084,0,0,4,2,7,7,3,1
1034085,0,0,0.5,0,7,7,2,3
1034086,0,0,0,0,4,4,3,3
1034087,1,2,0,0,5,2,3,4
1034088,0.5,2,0,0,7,7,2,3
1034089,0.5,0.5,0.5,0,1,0.5,2,1
1034090,2,1,0,0,7,7,3,2
1034091,1,3,0,0,0.5,0,1,0
1034092,1,0.5,0.5,0,5,4,4,3
1034093,0.5,0.5,0,0,4,2,5,1
1034095,0.5,0.5,0.5,0,7,7,4,2
1034096,1,0.5,0,0,3,1,5,3
1034097,7,7,1,0,7,7,7,5
1034098,1,0,0,0,6,3,3,1
1034099,2,0.5,0,0,1,0.5,4,3
1034100,0.5,0.5,0,0,3,2,3,3
1034101,5,3,0,0,5,4,5,3
1034102,0,0,0,0,2,1,0.5,0
1034103,2,1,0,0,3,2,2,1
1034104,3,2,0.5,0,4,3,4,3
1034105,1,1,0,0,2,1,5,3
1034106,1,1,5,3,0.5,0.5,6,3
1034107,4,4,3,3,3,3,3,3
1034108,0.5,0,0.5,0.5,0,0,2,3
1034109,1,0.5,4,2,4,3,3,2
1034110,3,2,2,4,7,5,7,6
1034111,1,1,1,1,4,3,5,3
1034112,0.5,1,0,0,1,1,4,4
1034113,2,6,5,2,7,5,5,3
1034114,3,2,3,0,4,2,6,3
1034116,0,3,0,0,6,0.5,3,3
1034117,2,4,0,0,7,4,7,3
1034118,0,0,0,0,3,2,0.5,2
1034119,4,4,0,0,2,1,3,2
1034120,0.5,0.5,0.5,0.5,7,7,0.5,0.5
1034121,7,7,0,0,7,7,4,3
1034122,3,2,0,0,3,2,5,4
1034123,4,2,3,2,2,2,7,4
1034124,3,7,0.5,0.5,4,2,4,1
1034125,3,4,1,0.5,4,3,4,3
1034127,0,0,0,0,2,0.5,4,2
1034128,7,7,2,1,7,7,4,0.5
1034129,0.5,1,0,0,6,5,3,2
1034130,0.5,1,0.5,0.5,7,5,5,4
1034131,3,2,1,0.5,6,4,5,3
1034132,2,2,0,0,3,3,5,4
1034133,7,6,7,6,4,4,7,6
1034134,0.5,0.5,4,2,7,5,6,5
1034135,0,1,0,0,5,7,3,4
1034136,2,0,0,0,1,0,2,1
1034137,3,2,3,1,3,1,2,1
1034140,7,7,6,2,7,7,5,3
1034141,0,1,2,1,0,0,6,3
1034142,1,1,4,2,1,1,7,4
1034143,0,0,6,5,4,3,4,3
1034144,4,3,2,1,5,4,4,2
1034145,0.5,2,2,1,0,0,7,6
1034146,4,2,3,1,2,1,5,3
1034147,1,2,0,0,0,0,3,2
1034148,1,1,3,3,1,1,4,4
1034149,1,1,2,1,6,4,6,4
1034150,0.5,0.5,4,3,0.5,0.5,5,3
1034151,0,0.5,0,0,0.5,0.5,1,1
1034152,4,2,2,0.5,4,2,3,1
1034153,0.5,0.5,5,1,0,0,5,3
1034154,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
1034155,5,4,2,1,7,5,6,4
1034157,3,2,6,4,2,2,0.5,2
1034158,4,1,0,0,3,2,2,1
1034159,7,5,7,4,0,0,0.5,0
1034160,2,0.5,2,1,2,0.5,6,4
1034161,5,3,0,0,0,0,3,2
1034162,7,7,0,0,7,7,7,7
1034163,2,0,7,2,7,7,0,0.5
1034164,3,3,7,5,2,2,2,0.5
1034165,0,0.5,4,3,0,0,0,0.5
1034166,1,1,3,0.5,3,5,3,1
1034167,1,0.5,1,0,2,1,4,4
1034168,0,0,6,5,3,2,6,5
1034169,0,0,0,0,3,5,2,0
1034170,3,1,4,2,6,5,5,4
1034171,3,1,3,0.5,2,1,2,2
1034172,5,5,3,4,5,5,2,3
1034173,1,1,4,2,2,1,5,3
1034174,0.5,0.5,3,2,4,4,3,2
1034175,1,1,2,1,0.5,0.5,5,3
1034176,0,0,1,4,4,2,4,2
1034177,4,2,5,3,4,4,4,2
1034178,1,0.5,3,1,1,1,4,3
1034179,1,1,4,3,3,2,3,2
1034180,2,1,3,0,3,0.5,6,3
1034181,2,0.5,4,3,3,2,0.5,0.5
1034182,1,0.5,1,0.5,0.5,0.5,4,2
1034183,1,1,6,2,1,1,0.5,1
1034184,0.5,0.5,5,3,3,2,4,3
1034185,0,1,3,2,7,5,7,7
1034186,6,3,2,0,3,2,3,2
1034187,7,6,6,4,7,6,7,5
1034188,1,0.5,2,1,0.5,0.5,2,1
1034189,0.5,0.5,1,1,5,5,7,4
1034190,4,4,0.5,0.5,4,4,2,3
1034193,4,7,7,7,0.5,0.5,4,5
1034194,1,1,5,5,0,0,4,1
1034195,0,0,2,2,0.5,1,5,3
1034196,2,2,5,5,2,2,7,7
1034197,2,1,3,2,0.5,0,4,2
1034198,0,0,5,2,0,0,5,4
1034199,0,0,7,4,0.5,0.5,2,1
1034200,1,1,3,2,0,0,5,3
1034201,3,3,3,0.5,3,3,1,2
1034202,0,0,7,7,6,6,5,5
1034203,0,0,4,2,0,0,2,3
1034204,3,2,5,3,1,0.5,3,4
1034205,0,0,6,3,0.5,0.5,2,0
1034206,0,0,1,0.5,4,3,2,1
1034207,6,2,4,2,2,1,7,5
1034209,1,0.5,7,2,0,0,2,0.5
1034210,3,1,5,3,4,2,3,3
1034211,4,3,0,0,5,5,3,2
1034212,0.5,0,3,1,6,6,6,0.5
1034213,0,0,7,4,5,4,2,1
1034214,1,0.5,7,7,3,2,0,0
1034215,0,0,7,3,7,7,7,7
1034216,0,2,5,5,2,1,5,5
1034217,0,0.5,7,3,7,6,3,2
1034219,0,0,1,0,0,0,3,1
1034220,5,3,5,3,6,5,4,3
1034221,0.5,0.5,4,2,0.5,0.5,0.5,1
1034222,3,1,4,5,3,2,4,2
1034223,6,5,6,5,0,0,6,5
1034224,2,1,4,2,3,2,2,1
1034225,5,4,7,7,0.5,1,7,6
1034226,7,0,4,0,7,0.5,3,4
1034227,0.5,0.5,2,2,7,7,0.5,1
1034228,3,3,0,0,0,0,2,1
1034229,5,1,7,2,1,0.5,7,2
1034230,0.5,0.5,2,1,4,2,1,0.5
1034231,0,0.5,3,3,0.5,0,7,4
1034232,0.5,0,7,5,3,2,7,7
1034233,3,7,6,6,3,7,7,0.5
1034234,2,2,4,2,2,2,4,2
1034235,0.5,0,1,0.5,1,1,1,0.5
1034236,0.5,1,5,4,1,2,4,2
1034237,0.5,0.5,5,3,0,0,5,3
1034238,1,1,3,4,5,4,2,2
1034239,0,0,2,1,0.5,0.5,3,1
1034240,3,2,2,1,0.5,0.5,7,6
1034242,2,4,2,0.5,3,5,3,2
1034243,1,0.5,2,1,0.5,0.5,3,2
1034244,3,3,0.5,0,3,3,4,3
1034245,0,0,3,2,3,2,5,4
1034246,3,1,2,2,7,7,2,1
1034247,5,2,2,0,6,5,3,3
1034248,1,2,3,0,0,0,2,3
1034249,0,0,6,4,0.5,0.5,5,2
1034250,3,2,0,0,2,1,3,1
1034251,5,2,7,4,0.5,0.5,7,3
1034252,3,1,0,0.5,7,7,7,7
1034253,0,1,5,3,7,7,0,0.5
1034254,6,5,0.5,1,7,7,0.5,0.5
1034255,0.5,2,2,2,1,1,3,1
1034256,0,1,4,4,1,1,0.5,0.5
1034258,0.5,0.5,4,2,7,4,6,4
1034259,2,3,0,1,7,7,2,4
1034260,5,2,2,0,2,2,4,2
1034261,3,1,7,3,2,1,0,0
1034262,3,2,5,3,7,6,5,4
1034263,5,3,2,0,1,0.5,4,1
1034264,1,2,0,0,2,1,1,2
1034265,4,2,1,0,2,1,4,2
1034266,1,2,2,0.5,4,3,4,2
1034267,4,3,4,1,4,3,4,2
1034268,6,5,0.5,0,2,1,6,4
1034269,4,0.5,0,0,4,4,3,0.5
1034270,3,2,0,0,1,0.5,4,0.5
1034271,1,1,3,0,7,4,5,3
1034272,2,2,6,6,2,3,7,7
1034273,7,5,7,5,0,0,7,5
1034274,0,0.5,1,0.5,0.5,2,3,2
1034275,1,1,0,0,0,0,2,1
1034276,5,3,3,0.5,4,1,2,1
1034277,1,1,5,3,1,0.5,2,1
1034278,3,3,3,0.5,1,0.5,2,0.5
1034279,1,3,4,3,2,1,4,2
1034280,4,2,4,0,1,1,6,3
1034281,0,0.5,3,3,4,3,3,3
1034282,3,3,5,0,2,3,3,3
1034283,5,3,0,0,1,3,0.5,0.5
1034284,5,3,5,4,6,5,4,2
1034285,1,0.5,3,2,2,0.5,4,2
1034286,0,0,6,3,5,3,3,3
1034287,6,4,6,4,5,2,1,1
1034288,4,4,0,0,2,1,0,0
1034289,1,1,0,0,0,0,1,1
1034290,1,0,0.5,0,3,1,7,4
1034292,0,0,4,2,0,0.5,7,7
1034293,2,1,5,0,6,6,2,2
1034294,1,3,2,1,0.5,0.5,4,2
1034295,3,1,2,1,0,0,2,1
1034296,2,1,3,0,3,2,3,1
1034297,2,2,0,0,3,4,5,5
1034298,2,1,0,0,2,1,3,0.5
1034300,3,2,5,3,0.5,0.5,4,3
1034301,0.5,0,1,0.5,0.5,0,1,0.5
1034302,4,3,4,3,4,3,2,1
1034303,2,1,5,3,0.5,0.5,2,1
1034304,2,4,3,1,3,0.5,3,2
1034305,1,0.5,0,0,0,0,1,1
1034306,0.5,0,1,0.5,5,4,4,2
1034307,0.5,0.5,3,2,1,0.5,3,1
1034308,2,3,5,2,2,1,3,3
1034309,0.5,0.5,1,0,4,3,4,3
1034310,5,3,3,0,3,1,3,0.5
1034311,1,0.5,0,0,1,0.5,2,1
1034312,2,2,4,0.5,3,2,4,4
1034314,0.5,0.5,0,0,0,0,4,3
1034315,3,1,2,0.5,7,5,5,2
1034317,2,1,3,0.5,7,5,1,1
1034319,5,5,3,0,7,7,6,2
1034320,2,2,1,0.5,0.5,0.5,2,1
1034321,5,4,2,0.5,5,4,5,2
1034322,0.5,0.5,0.5,0,0,0,1,3
1034323,3,4,3,2,7,5,5,3
1034324,0,0,3,0,0,0,2,0
1034325,7,5,0,0,1,1,4,3
1034326,1,2,0,0,6,4,3,5
1034327,4,3,3,1,4,2,0.5,0
1034328,1,2,3,2,4,3,1,1
1034329,0.5,0.5,2,1,0.5,0.5,2,1
1034330,2,2,0.5,3,2,2,3,7
1034331,0,0,0,0.5,7,5,2,2
1034332,0,0,0,0,7,7,3,2
1034333,0.5,0.5,7,4,0,0,1,1
1034334,0.5,0.5,2,1,2,1,2,1
1034335,1,0.5,1,1,1,0.5,3,2
1034337,3,2,4,2,2,1,6,5
1034338,3,2,0,0,7,7,3,2
1034339,6,3,6,3,2,2,7,3
1034340,0,0,6,4,7,7,4,2
1034341,0.5,0.5,7,2,2,2,5,5
1034342,1,0.5,7,7,0.5,0.5,1,1
1034343,3,2,0,0,3,2,7,5
1034344,0,0,0,0,1,0.5,5,4
1034345,0.5,0,0.5,0,7,4,7,3
1034346,0,1,0,0,6,4,6,4
1034347,6,6,0,0.5,7,7,4,5
1034348,2,1,0,0,0.5,0.5,3,2
1034349,5,3,4,0.5,5,3,3,1
1034350,0,0,0,0,5,5,5,2
1034351,2,0.5,0,0,7,7,3,1
1034352,4,4,1,0.5,3,3,5,2
1034353,3,2,0.5,0,7,7,4,3
1034354,0,2,0,0,7,7,7,7
1034355,3,1,1,0,7,6,7,5
1034356,4,2,0,0,7,7,2,1
1034357,7,3,1,0.5,7,4,4,3
1034358,1,1,0,0,6,4,3,0.5
1034359,1,1,0,0,5,3,3,2
1034360,2,1,0,0,6,4,6,4
1034361,5,4,0,0,6,5,2,1
1034362,7,7,3,0.5,0,0.5,1,0.5
1034363,2,2,0,0,4,3,1,0.5
1034364,7,5,0.5,0,7,5,7,4
1034365,0,0,1,0,2,1,3,2
1034366,0.5,0,0.5,0,0.5,0.5,4,2
1034367,2,1,4,2,4,3,5,3
1034368,2,1,0.5,0.5,1,0.5,3,1
1034369,1,0.5,0.5,0.5,2,1,4,2
1034370,5,3,0,0,7,7,6,4
1034371,5,2,1,0.5,0.5,0,7,3
1034372,1,2,0,0,7,7,5,4
1034373,0,0,0,0,3,0.5,6,2
1034374,3,2,0,0,5,3,4,2
1034375,7,4,0,0,7,4,4,1
1034376,2,2,0,0,4,3,0,1
1034377,0.5,0.5,0,0,7,5,4,4
1034378,1,0,0,0,7,4,3,1
1034379,0,0,0,0,7,7,0,2
1034380,2,2,1,1,0,0,0,0
1034381,3,2,1,0.5,4,3,3,1
1034383,7,6,0,0,7,7,7,7
1034384,5,3,2,1,1,1,3,5
1034385,6,5,1,1,6,6,5,5
1034386,3,0.5,0,0,7,5,4,3
1034387,4,4,1,0.5,2,1,5,3
1034388,2,1,0,0,7,6,2,0
1034389,5,5,0.5,0.5,4,4,5,5
1034390,0,0,0,0,5,5,5,4
1034391,2,3,1,0,7,5,4,6
1034392,0,0,0,0,4,2,4,2
1034394,1,0.5,4,3,7,7,7,7
1034395,6,5,4,3,5,4,7,7
1034397,0,0.5,0,0,7,7,2,5
1034398,0.5,0.5,1,0.5,5,3,6,3
1034399,0,0,0,0,7,6,2,1
1034400,3,2,3,2,6,5,4,4
1034401,0,0,0,0,7,7,2,0
1034402,0,0,0.5,0,6,4,5,4
1034403,2,4,0,0,5,2,2,1
1034404,0,0,0,0,7,7,3,1
1034405,0,0,0,0,2,1,0,0
1034406,0,0,0,0,7,6,4,0.5
1034407,7,7,0,0,0,0,3,5
1034408,3,2,2,0.5,2,3,2,0.5
1034409,0.5,1,0,0,3,2,3,2
1034410,7,7,0,0,7,7,7,5
1034411,3,3,0,0,2,2,3,2
1034412,1,0.5,1,0.5,6,5,4,4
1034413,0.5,0.5,3,1,5,4,2,1
1034414,0,0.5,0.5,0,7,7,3,5
1034416,0,0,0,0,4,4,5,4
1034417,2,1,0,0,6,5,6,5
1034418,3,1,0.5,0,2,0.5,3,1
1034419,0,0.5,0,0,3,2,0.5,3
1034420,1,1,2,0.5,2,1,2,0
1034421,1,2,0,0,7,5,6,4
1034423,7,5,3,1,7,7,7,6
1034424,2,0,0.5,0,7,6,5,3
1034425,0.5,0.5,0,0,4,3,4,3
1034426,0,0,1,1,6,5,3,2
1034427,4,4,0.5,0,4,3,4,3
1034428,2,1,0,0,7,7,4,2
1034429,7,5,3,1,7,6,5,4
1034430,3,2,0,0,3,3,7,5
1034431,2,1,0,0,1,1,3,2
1034432,2,1,0.5,0,7,6,7,7
1034433,2,2,7,4,7,7,7,3
1034434,2,2,3,2,7,7,3,2
1034435,0.5,0.5,0,0,6,4,4,2
1034436,0.5,0.5,0,0,1,4,7,7
1034437,2,0.5,0,0,7,7,7,5
1034438,3,2,0,0,7,7,3,2
1034439,1,0.5,0,0,7,6,5,4
1034440,4,2,4,4,0,0,4,4
1034441,0,0,0.5,0,6,4,2,1
1034442,6,4,5,3,0,0,5,4
1034443,0.5,0.5,0,0,3,2,2,1
1034444,0.5,0.5,0,0,7,7,3,2
1034445,0.5,0.5,2,1,7,6,4,3
1034446,0.5,0.5,2,1,3,3,3,2
1034447,1,0.5,0,0,0,0,6,5
1034448,5,3,1,0.5,7,5,4,1
1034449,3,2,1,0.5,7,7,4,2
1034450,3,2,0,0,7,7,3,0.5
1034451,0.5,0.5,2,1,0.5,0.5,4,2
1034452,0.5,0.5,0,0,1,0.5,3,3
1034453,0,0,0,0,4,3,0,0.5
1034454,5,3,0.5,0,6,4,3,5
1034455,2,2,2,0,3,2,5,2
1034456,1,0.5,4,2,5,4,4,2
1034457,0,0,1,0,4,3,3,3
1034458,0,0,0.5,0,1,2,4,3
1034459,4,2,0,0,0.5,0.5,1,0
1034460,3,2,0,0,7,7,0.5,3
1034461,0.5,1,0,0,0.5,2,0,1
1034462,0,3,0,0,7,7,7,6
1034463,0,0.5,3,2,0,0.5,1,0.5
1034464,1,1,0,0.5,2,2,7,7
1034465,5,4,0,0,7,7,7,7
1034466,7,7,0,0,7,7,7,5
1034467,0,0,0,0,7,7,3,4
1034468,2,0.5,2,0.5,3,2,3,1
1034469,0,0,4,0,7,7,7,7
1034470,7,5,2,1,0,0,2,0
1034471,5,3,0,0,6,5,2,2
1034472,0,0,0,0,7,7,0.5,2
1034473,0.5,2,0,0,7,3,7,4
1034474,0,0,0.5,0,6,5,3,2
1034475,2,2,0,0,7,7,7,3
1034476,7,7,0,0,7,7,6,3
1034477,3,2,1,0,4,4,4,2
1034478,0.5,0,2,0.5,5,3,3,0.5
1034479,7,7,3,1,7,7,4,3
1034481,0,0,0,0,7,5,5,3
1034482,0.5,0,0,0,7,7,3,0.5
1034483,0.5,0.5,0,0,7,7,5,4
1034484,0,0,0,0,5,6,1,3
1034485,7,7,1,0.5,7,3,0,3
1034486,2,2,0,0,6,4,6,4
1034487,0,0.5,0.5,0.5,7,7,3,2
1034488,4,1,0,0,0,0,4,2
1034489,0,0,0,0,7,7,7,2
1034490,2,0.5,0,0,7,7,7,5
1034491,0,0,0,0,7,7,3,4
1034492,0,0,0,0,7,7,2,3
1034493,0,0,2,1,7,7,7,4
1034494,1,1,3,2,0,0,5,4
1034495,3,6,0,0,1,4,4,2
1034496,0,0,1,0.5,2,7,0,4
1034497,1,0,0,0,7,7,7,4
1034498,3,1,0,0,4,3,3,1
1034499,4,4,0,0,7,7,7,7
1034500,6,4,1,2,6,5,3,3
1034501,0,0,0,0,6,4,3,2
1034502,4,2,2,1,6,5,3,4
1034503,2,1,1,0.5,4,2,3,3
1034504,0,0.5,0,0,2,1,1,1
1034505,0,0,0,0,7,7,5,3
1034506,1,0.5,0,0,5,5,6,5
1034507,0,0.5,0,0,7,6,4,4
1034508,0.5,1,0,0,7,7,7,6
1034509,2,1,0,0,6,3,5,2
1034510,0,0.5,0,0,0,0.5,1,2
1034511,0,0,0,2,0,0,0,0
1034512,0.5,0.5,0.5,1,4,3,2,3
1034513,2,2,0,0,6,5,6,5
1034514,0.5,0.5,0,0,7,7,7,7
1034515,0,0,0,0,0,0.5,0,0.5
1034516,0,0,0,0,0,0.5,0,0
1034518,0,0,1,0.5,0.5,0,1,0
1034519,0,0.5,0,0.5,0,1,0,0.5
1034520,0,0,0,0,0,0,0,0
1034521,0,4,0,0,2,2,2,0.5
1034522,3,1,0,0,2,0.5,3,1
1034523,0.5,0.5,0,0.5,0.5,0.5,2,3
1034525,7,5,2,1,1,0.5,1,1
1034526,0,2,0,0,4,4,6,7
1034528,1,0,0,0,7,7,3,0
1034529,2,2,0,0,6,6,1,0.5
1034530,2,2,0,0,2,2,2,1
1034531,3,5,0,0,7,7,2,4
1034532,1,0.5,2,0.5,0.5,0.5,2,4
1034533,0.5,0.5,3,1,3,1,1,0.5
1034534,7,6,4,3,6,6,5,5
1034535,5,3,7,3,3,1,7,3
1034536,1,1,7,1,0.5,0.5,6,3
1034537,4,4,4,4,5,5,7,7
1034538,2,1,5,3,2,1,2,1
1034539,1,1,3,2,4,2,6,4
1034540,0.5,3,3,0,7,7,1,4
1034542,6,4,7,7,5,4,3,3
1034543,1,0.5,2,1,0,0,5,3
1034544,1,1,0,0,1,1,3,2
1034545,0.5,1,7,6,5,3,5,3
1034546,0.5,0.5,2,1,0.5,1,2,2
1034547,3,2,7,3,2,1,6,3
1034548,7,7,7,7,7,7,7,7
1034551,7,6,2,1,7,6,1,0.5
1034552,1,1,7,7,2,2,4,7
1034554,6,5,6,5,5,4,6,4
1034555,5,3,4,2,1,0.5,2,3
1034556,1,0,0,0,7,6,7,5
1034557,3,2,1,0,3,3,3,2
1034559,6,4,7,5,5,4,4,2
1034560,2,1,4,3,6,6,5,4
1034561,0.5,0.5,5,3,0.5,0.5,2,2
1034562,5,4,2,2,5,3,6,4
1034563,0,0,6,4,4,4,1,0.5
1034564,7,6,4,3,4,3,6,3
1034565,4,1,5,0.5,6,4,5,2
1034566,2,2,3,2,0,0,3,2
1034567,1,1,3,1,6,5,0.5,0.5
1034568,0.5,0.5,1,0.5,0.5,0.5,5,3
1034569,1,1,3,2,0.5,0.5,4,3
1034570,2,2,1,1,2,2,4,3
1034571,0,0,3,1,1,0.5,4,3
1034572,2,3,0,0,5,4,4,3
1034573,0.5,0.5,3,2,6,5,6,4
1034574,2,0.5,3,2,1,0.5,3,2
1034575,2,1,4,2,0,0,4,3
1034576,1,1,7,4,0.5,0.5,6,3
1034577,4,3,7,5,2,2,3,3
1034578,2,1,2,2,7,7,6,4
1034579,3,2,0.5,0.5,0.5,0.5,4,3
1034580,0,0.5,0.5,1,2,2,1,1
1034581,3,2,2,1,0,0,3,1
1034582,0,0.5,2,1,0,0,3,2
1034583,0.5,0.5,6,3,3,3,4,2
1034584,0,0,0,0,4,3,1,2
1034585,2,1,4,3,0,0,3,2
1034586,4,1,7,4,0,0,2,2
1034587,1,0.5,5,2,5,5,4,3
1034589,0,0,7,6,7,7,7,6
1034590,5,4,1,4,0,0,5,1
1034591,0,0,0,0,4,3,2,2
1034592,4,3,5,4,0.5,0.5,6,5
1034593,0,0.5,4,3,0.5,0,6,6
1034594,2,3,4,3,6,5,5,4
1034595,6,4,7,7,7,7,7,7
1034596,1,0.5,2,0,1,2,4,3
1034597,2,1,6,2,4,3,5,3
1034599,0,0,2,0.5,2,1,3,1
1034600,0,0,2,1,4,2,5,3
1034601,2,0.5,3,1,0,0,4,2
1034603,0.5,0.5,0,0,3,2,1,1
1034604,2,2,3,2,0.5,0.5,5,4
1034605,1,1,4,3,0.5,0.5,3,2
1034607,5,4,6,3,1,0.5,7,6
1034608,2,1,2,3,1,2,3,5
1034609,7,6,7,6,1,1,1,1
1034610,1,3,6,2,6,4,4,4
1034611,0.5,0,3,2,2,2,3,2
1034612,4,3,6,5,3,2,5,4
